Name,Pos,team,$,YDiff,Diff,FPs,Avg,#Own,FP/$,#Gm,#HG,#AG,ARnk,Wed 01/13,Thu 01/14,Fri 01/15,Sat 01/16,Sun 01/17,Mon 01/18,Gp,G,A,P,+/-,Pim,Sht,H,Blk,Gwg,Otg,Ppg,Shg,Toi,PPToi,Ga,Sv%,Sv,Win,Loss,Otl,So
C McDavid,C,EDM,12.75,0.00,2.71,6493,64.3,243,5.0,4,4,0,13,VAN,VAN,,MTL,,MTL,101,40,134,174,47,40,338,149,57,6,2,9,1,21:46,01:37,0,0,0,0,32,0,0
N MacKinnon,C,COL,11.04,0.00,2.60,5947,63.9,91,5.8,2,2,0,11,STL,,STL,,,,93,55,99,154,34,46,452,57,83,9,2,11,0,23:02,02:52,0,0,0,0,29,0,0
L Draisaitl,C,EDM,10.62,0.00,1.84,5340,50.4,195,4.7,4,4,0,13,VAN,VAN,,MTL,,MTL,106,51,86,137,26,90,290,77,43,9,2,27,0,20:52,01:38,0,0,0,0,35,0,0
N Kucherov,W,TBL,9.75,0.00,2.66,5198,60.4,60,6.2,2,2,0,26,CHI,,CHI,,,,86,44,107,151,7,24,314,53,41,6,1,13,0,21:39,02:33,0,0,0,0,31,0,0
J Miller,C,VAN,7.38,0.00,3.29,4996,53.1,66,7.2,4,0,4,13,@EDM,@EDM,,@CAL,,@CAL,94,40,75,115,36,66,222,238,74,10,2,11,2,19:46,02:21,0,0,0,0,27,0,0
S Reinhart,C,FLA,6.92,0.00,3.75,4985,47.0,94,6.8,1,1,0,26,,,,,CHI,,106,67,43,110,26,43,311,124,113,13,4,31,5,20:36,01:52,0,0,0,0,30,0,0
E Bouchard,D,EDM,6.27,0.00,4.55,4978,47.0,252,7.5,4,4,0,13,VAN,VAN,,MTL,,MTL,106,24,90,114,48,54,294,94,150,10,3,9,0,23:28,01:39,0,0,0,0,35,0,0
A Matthews,C,TOR,10.16,0.00,1.94,4945,57.5,57,5.7,4,2,2,24,MTL,,@OTT,@OTT,,WPG,86,70,41,111,33,22,389,111,102,9,3,18,0,20:54,01:59,0,0,0,0,29,0,0
A Panarin,W,NYR,7.52,0.00,1.51,4912,50.1,61,6.7,2,2,0,18,,NYI,,NYI,,,98,54,81,135,16,28,346,25,23,9,2,12,0,20:13,02:04,0,0,0,0,28,0,0
Z Hyman,W,EDM,7.88,0.00,2.64,4867,46.4,292,5.9,4,4,0,13,VAN,VAN,,MTL,,MTL,105,70,29,99,48,60,380,127,69,10,1,21,0,19:57,01:32,0,0,0,0,35,0,0
D Pastrnak,W,BOS,9.46,0.00,2.73,4801,50.5,31,5.3,3,0,3,25,,@NJD,,@NJD,,@NYI,95,51,67,118,21,72,423,89,28,6,1,13,0,19:53,02:19,0,0,0,0,26,0,0
M Tkachuk,W,FLA,9.27,0.00,4.82,4770,45.9,193,4.9,1,1,0,26,,,,,CHI,,104,32,78,110,19,119,362,210,47,4,0,6,1,18:36,02:06,0,0,0,0,29,0,0
M Rantanen,W,COL,9.04,0.00,0.95,4620,50.8,45,5.6,2,2,0,11,STL,,STL,,,,91,46,72,118,18,58,304,66,68,10,0,15,0,23:03,03:02,0,0,0,0,28,0,0
F Forsberg,W,NSH,6.54,0.00,2.02,4360,49.5,62,7.6,3,3,0,16,,CBJ,,CBJ,,CAR,88,50,50,100,16,45,364,146,50,12,3,13,0,19:01,02:19,0,0,0,0,33,0,0
V Trocheck,C,NYR,5.56,0.00,0.41,4349,44.4,44,8.0,2,2,0,18,,NYI,,NYI,,,98,33,64,97,19,65,258,207,112,6,2,16,1,21:44,02:01,0,0,0,0,28,0,0
S Bobrovsky,G,FLA,7.63,0.00,2.13,4329,52.8,259,6.9,1,1,0,26,,,,,CHI,,82,0,3,3,0,0,0,0,0,0,0,0,0,58:57,00:00,190,91.2,1977,52,24,6,8
A Barkov,C,FLA,6.72,0.00,0.17,4204,43.3,141,6.4,1,1,0,26,,,,,CHI,,97,31,71,102,31,32,254,137,83,8,0,6,1,20:02,01:38,0,0,0,0,27,0,0
S Aho,C,CAR,7.16,0.00,0.35,4153,46.7,34,6.5,3,0,3,22,,@DET,,@DET,,@NSH,89,40,61,101,35,38,245,68,29,11,2,11,1,19:55,01:47,0,0,0,0,22,0,0
C Makar,D,COL,7.57,0.00,1.43,4018,45.7,35,6.0,2,2,0,11,STL,,STL,,,,88,26,79,105,12,16,267,42,171,2,0,10,1,25:03,02:29,0,0,0,0,26,0,0
Q Hughes,D,VAN,6.28,0.00,3.72,3948,41.6,91,6.6,4,0,4,13,@EDM,@EDM,,@CAL,,@CAL,95,17,85,102,39,44,221,33,69,2,1,5,0,24:39,02:27,0,0,0,0,28,0,0
E Pettersson,C,VAN,7.45,0.00,3.85,3934,41.4,46,5.6,4,0,4,13,@EDM,@EDM,,@CAL,,@CAL,95,35,60,95,20,14,229,134,83,10,2,14,0,19:35,02:23,0,0,0,0,28,0,0
C Verhaeghe,C,FLA,5.29,0.00,0.00,3858,38.6,104,7.3,1,1,0,26,,,,,CHI,,100,45,48,93,12,56,326,87,37,10,2,12,0,18:18,01:38,0,0,0,0,29,0,0
B Tkachuk,W,OTT,7.46,0.00,2.70,3848,47.5,24,6.4,2,2,0,13,,,TOR,TOR,,,81,37,37,74,1,134,357,274,42,2,1,12,0,19:09,02:15,0,0,0,0,40,0,0
K Kaprizov,W,MIN,7.85,0.00,2.72,3830,51.1,56,6.5,3,0,3,22,,@LAK,,@LAK,,@ANA,75,46,50,96,11,36,277,51,38,8,2,19,0,21:35,02:41,0,0,0,0,28,0,0
C Kreider,W,NYR,6.04,0.00,1.94,3822,39.0,25,6.5,2,2,0,18,,NYI,,NYI,,,98,47,40,87,16,32,285,121,37,8,1,20,4,18:57,02:02,0,0,0,0,28,0,0
W Nylander,W,TOR,7.43,0.00,2.29,3817,44.4,36,6.0,4,2,2,24,MTL,,@OTT,@OTT,,WPG,86,43,58,101,3,28,334,35,35,8,2,11,3,20:00,02:02,0,0,0,0,27,0,0
I Shesterkin,G,NYR,8.28,0.00,2.80,3808,53.6,21,6.5,2,2,0,18,,NYI,,NYI,,,71,0,1,1,0,2,0,0,0,0,0,0,0,01:14,00:00,180,91.6,1951,46,22,3,4
J Robertson,W,DAL,7.61,0.00,3.22,3756,37.2,19,4.9,0,0,0,0,,,,,,,101,35,61,96,17,22,277,98,55,6,0,11,0,18:35,01:29,0,0,0,0,28,0,0
R Josi,D,NSH,6.25,0.00,2.24,3683,41.9,25,6.7,3,3,0,16,,CBJ,,CBJ,,CAR,88,24,64,88,13,47,279,44,163,5,2,10,0,24:42,02:33,0,0,0,0,33,0,0
S Skinner,G,EDM,7.42,0.00,5.87,3608,44.0,228,5.9,4,4,0,13,VAN,VAN,,MTL,,MTL,82,0,1,1,0,0,0,0,0,0,0,0,0,57:44,00:00,203,90.4,1914,50,25,6,3
S Crosby,C,PIT,6.74,0.00,0.81,3570,43.5,46,6.5,3,1,2,15,@PHI,,@PHI,,WSH,,82,42,52,94,7,40,277,90,38,3,0,10,0,20:05,02:28,0,0,0,0,32,0,0
B Boeser,W,VAN,4.71,0.00,0.99,3490,37.5,86,8.0,4,0,4,13,@EDM,@EDM,,@CAL,,@CAL,93,47,38,85,25,22,231,57,39,5,1,17,0,18:49,02:25,0,0,0,0,26,0,0
M Zibanejad,C,NYR,6.33,0.00,0.94,3487,35.9,12,5.7,2,2,0,18,,NYI,,NYI,,,97,29,59,88,16,32,261,54,68,3,2,14,2,20:00,02:00,0,0,0,0,27,0,0
W Johnston,C,DAL,2.84,0.00,2.34,3433,34.0,38,12.0,0,0,0,0,,,,,,,101,42,39,81,18,40,273,75,66,5,1,5,4,17:41,00:56,0,0,0,0,28,0,0
J Oettinger,G,DAL,8.47,0.00,3.55,3416,46.8,27,5.5,0,0,0,0,,,,,,,73,0,1,1,0,0,0,0,0,0,0,0,0,58:47,00:00,185,90.7,1808,45,21,6,3
B Marchand,W,BOS,6.44,0.00,-1.75,3415,36.7,19,5.7,3,0,3,25,,@NJD,,@NJD,,@NYI,93,32,45,77,5,94,227,130,47,8,2,9,3,19:00,02:07,0,0,0,0,25,0,0
R Nugent-Hopkins,C,EDM,5.65,0.00,1.76,3403,32.4,83,5.7,4,4,0,13,VAN,VAN,,MTL,,MTL,105,25,64,89,8,44,220,103,50,5,0,9,0,19:47,01:38,0,0,0,0,35,0,0
B Point,C,TBL,6.92,0.00,1.40,3397,39.5,18,5.7,2,2,0,26,CHI,,CHI,,,,86,48,47,95,-17,16,240,25,52,12,0,15,0,20:04,02:24,0,0,0,0,32,0,0
A Fox,D,NYR,6.17,0.00,1.65,3394,38.6,14,6.3,2,2,0,18,,NYI,,NYI,,,88,17,64,81,26,44,162,55,164,5,1,6,1,23:32,01:54,0,0,0,0,26,0,0
A Kempe,W,LAK,6.17,0.00,3.48,3392,41.4,30,6.7,2,2,0,29,,MIN,,MIN,,,82,32,48,80,12,76,267,116,34,4,1,5,3,18:59,02:02,0,0,0,0,30,0,0
J Guentzel,W,CAR,5.98,0.00,0.45,3381,43.3,32,7.2,3,0,3,22,,@DET,,@DET,,@NSH,78,34,52,86,29,38,266,51,44,2,0,5,0,20:01,02:35,0,0,0,0,25,0,0
C Hellebuyck,G,WPG,7.98,0.00,0.42,3380,52.0,26,6.5,2,1,1,15,,CAL,,,,@TOR,65,0,0,0,0,0,0,0,0,0,0,0,0,59:07,00:00,166,91.6,1810,38,23,4,5
S Jarvis,C,CAR,4.18,0.00,3.68,3375,36.7,12,8.8,3,0,3,22,,@DET,,@DET,,@NSH,92,38,38,76,25,14,201,130,73,9,1,15,2,18:58,01:51,0,0,0,0,24,0,0
V Hedman,D,TBL,5.64,0.00,0.19,3363,40.5,13,7.2,2,2,0,26,CHI,,CHI,,,,83,14,69,83,17,76,183,66,111,2,0,4,0,24:52,02:15,0,0,0,0,31,0,0
M Marner,W,TOR,7.69,0.00,1.18,3279,43.1,16,5.6,4,2,2,24,MTL,,@OTT,@OTT,,WPG,76,27,61,88,22,20,170,55,52,2,0,8,1,21:16,02:15,0,0,0,0,25,0,0
S Stamkos,C,TBL,5.66,0.00,0.21,3274,39.0,16,6.9,2,2,0,26,CHI,,CHI,,,,84,45,42,87,-26,36,277,93,48,6,0,22,0,18:20,02:21,0,0,0,0,31,0,0
J Morrissey,D,WPG,5.63,0.00,2.51,3224,37.5,24,6.7,2,1,1,15,,CAL,,,,@TOR,86,13,60,73,31,46,208,85,115,1,0,4,0,24:12,02:07,0,0,0,0,28,0,0
M Ekholm,D,EDM,4.21,0.00,0.52,3208,30.8,110,7.3,4,4,0,13,VAN,VAN,,MTL,,MTL,104,16,39,55,53,53,222,155,140,3,0,3,1,21:16,00:24,0,0,0,0,34,0,0
J Ek,C,MIN,5.17,0.00,0.96,3203,41.6,12,8.0,3,0,3,22,,@LAK,,@LAK,,@ANA,77,30,34,64,18,60,267,147,65,5,0,12,1,20:32,02:47,0,0,0,0,32,0,0
J Benn,W,DAL,3.82,0.00,-0.28,3153,31.2,39,8.2,0,0,0,0,,,,,,,101,25,50,75,13,47,200,145,71,3,0,8,1,15:30,01:15,0,0,0,0,28,0,0
G Forsling,D,FLA,3.92,0.00,0.79,3138,30.5,173,7.8,1,1,0,26,,,,,CHI,,103,14,38,52,64,55,212,145,132,2,1,1,0,22:26,00:19,0,0,0,0,30,0,0
M Barzal,C,NYI,5.14,0.00,-0.02,3112,36.6,12,7.1,3,1,2,19,,@NYR,,@NYR,,BOS,85,25,60,85,-5,38,254,53,57,5,3,5,0,20:11,01:52,0,0,0,0,31,0,0
J Marchessault,W,VGK,6.18,0.00,0.56,3108,34.9,38,5.7,3,3,0,15,,ANA,,ANA,,ARI,89,44,29,73,-1,42,291,116,29,5,2,8,0,17:58,02:19,0,0,0,0,32,0,0
J Eichel,C,VGK,7.57,0.00,4.15,3093,44.2,39,5.8,3,3,0,15,,ANA,,ANA,,ARI,70,34,41,75,4,27,301,32,68,7,2,11,1,20:36,02:35,0,0,0,0,24,0,0
R Hintz,C,DAL,6.90,0.00,1.89,3088,32.5,15,4.7,0,0,0,0,,,,,,,95,32,41,73,26,28,199,52,51,6,2,8,3,17:15,01:24,0,0,0,0,26,0,0
R Thomas,C,STL,4.56,0.00,2.56,3083,37.6,18,8.2,3,1,2,9,@COL,,@COL,,,SJS,82,26,60,86,9,48,170,14,48,3,0,8,1,20:58,02:11,0,0,0,0,33,0,0
N Dobson,D,NYI,4.92,0.00,2.58,3079,36.7,17,7.5,3,1,2,19,,@NYR,,@NYR,,BOS,84,10,61,71,11,42,181,76,187,4,0,1,0,24:30,01:53,0,0,0,0,31,0,0
J Tavares,C,TOR,5.70,0.00,0.99,3049,35.0,6,6.1,4,2,2,24,MTL,,@OTT,@OTT,,WPG,87,30,37,67,2,32,301,156,52,6,1,10,0,17:58,01:49,0,0,0,0,29,0,0
M Scheifele,C,WPG,5.30,0.00,-0.42,3033,38.4,20,7.2,2,1,1,15,,CAL,,,,@TOR,79,27,51,78,13,57,164,68,49,4,1,6,0,20:17,01:56,0,0,0,0,24,0,0
T Demko,G,VAN,6.39,0.00,1.40,3030,58.3,54,9.1,4,0,4,13,@EDM,@EDM,,@CAL,,@CAL,52,0,1,1,0,0,0,0,0,0,0,0,0,59:09,00:00,125,91.7,1390,36,14,2,5
J Bratt,W,NJD,5.64,0.00,2.39,3023,36.9,30,6.5,2,2,0,2,,BOS,,BOS,,,82,27,56,83,-6,12,248,52,36,7,0,7,0,19:18,02:09,0,0,0,0,39,0,0
S Bennett,C,FLA,3.41,0.00,-1.14,3004,34.1,56,10.0,1,1,0,26,,,,,CHI,,88,27,28,55,16,112,211,234,54,3,0,6,0,16:29,01:03,0,0,0,0,23,0,0
J Swayman,G,BOS,6.60,0.00,0.26,3003,53.6,4,8.1,3,0,3,25,,@NJD,,@NJD,,@NYI,56,0,1,1,0,0,0,0,0,0,0,0,0,58:16,00:00,133,92.0,1524,31,16,9,3
A Georgiev,G,COL,8.68,0.00,3.63,2998,40.5,9,4.7,2,2,0,11,STL,,STL,,,,74,0,2,2,0,0,0,0,0,0,0,0,0,58:33,00:00,216,89.6,1869,44,22,6,2
J Saros,G,NSH,7.41,0.00,-0.80,2987,42.7,26,5.8,3,3,0,16,,CBJ,,CBJ,,CAR,70,0,2,2,0,0,0,0,0,0,0,0,0,56:53,00:00,185,90.6,1781,37,27,6,3
F Vatrano,W,ANA,4.17,0.00,0.28,2967,36.2,36,8.7,3,1,2,14,,@VGK,,@VGK,,MIN,82,37,23,60,-20,85,272,139,80,7,2,13,3,18:21,01:36,0,0,0,0,50,0,0
J Pavelski,C,DAL,5.05,0.00,-0.16,2946,29.2,3,5.8,0,0,0,0,,,,,,,101,28,43,71,7,22,221,102,97,4,1,11,0,16:59,01:25,0,0,0,0,28,0,0
K Fiala,W,LAK,5.17,0.00,0.49,2939,33.8,17,6.5,2,2,0,29,,MIN,,MIN,,,87,30,45,75,2,66,241,67,30,2,1,11,0,18:04,01:59,0,0,0,0,31,0,0
B Hagel,W,TBL,4.78,0.00,2.38,2932,33.7,5,7.1,2,2,0,26,CHI,,CHI,,,,87,29,51,80,-4,81,193,57,52,4,1,2,1,19:23,00:48,0,0,0,0,32,0,0
M Heiskanen,D,DAL,5.73,0.00,3.09,2930,32.6,31,5.7,0,0,0,0,,,,,,,90,15,55,70,8,44,206,79,139,2,0,5,0,25:19,01:37,0,0,0,0,25,0,0
E Kane,W,EDM,4.73,0.00,-0.21,2927,30.2,48,6.4,4,4,0,13,VAN,VAN,,MTL,,MTL,97,28,24,52,-11,122,264,300,39,3,1,2,1,16:24,00:41,0,0,0,0,31,0,0
T Konecny,W,PHI,5.42,0.00,2.00,2927,38.5,5,7.1,3,3,0,10,PIT,,PIT,,,BUF,76,33,35,68,4,67,244,85,34,5,0,4,6,19:50,02:16,0,0,0,0,30,0,0
A Svechnikov,W,CAR,4.85,0.00,-0.36,2921,41.7,12,8.6,3,0,3,22,,@DET,,@DET,,@NSH,70,21,42,63,13,74,172,165,35,8,0,6,0,17:15,01:10,0,0,0,0,16,0,0
N Kadri,C,CAL,3.91,0.00,0.26,2913,35.5,26,9.1,3,2,1,13,,@WPG,,VAN,,VAN,82,29,46,75,0,43,278,49,25,4,2,10,0,18:26,02:12,0,0,0,0,39,0,0
M Duchene,C,DAL,4.21,0.00,1.99,2882,29.1,9,6.9,0,0,0,0,,,,,,,99,27,44,71,15,26,199,47,71,8,3,7,0,16:51,01:05,0,0,0,0,27,0,0
R Dahlin,D,BUF,6.01,0.00,4.21,2876,35.5,18,5.9,3,2,1,10,,WSH,WSH,,,@PHI,81,20,39,59,-3,66,235,174,155,2,1,6,0,25:25,02:07,0,0,0,0,37,0,0
A Lafreniere,W,NYR,3.22,0.00,1.33,2876,29.3,28,9.1,2,2,0,18,,NYI,,NYI,,,98,36,35,71,4,46,260,95,29,5,1,2,0,17:10,00:44,0,0,0,0,28,0,0
C McAvoy,D,BOS,5.05,0.00,0.00,2869,33.0,9,6.5,3,0,3,25,,@NJD,,@NJD,,@NYI,87,13,40,53,0,106,156,199,193,4,2,1,0,24:57,01:50,0,0,0,0,25,0,0
B Horvat,C,NYI,4.44,0.00,0.85,2865,33.3,6,7.5,3,1,2,19,,@NYR,,@NYR,,BOS,86,34,37,71,-3,39,270,58,46,6,3,10,1,19:50,01:43,0,0,0,0,30,0,0
C Coyle,C,BOS,3.70,0.00,1.41,2845,29.9,11,8.1,3,0,3,25,,@NJD,,@NJD,,@NYI,95,26,39,65,-2,50,167,178,90,5,0,7,1,18:10,00:57,0,0,0,0,26,0,0
A Kopitar,C,LAK,5.35,0.00,1.35,2805,32.6,10,6.1,2,2,0,29,,MIN,,MIN,,,86,27,46,73,11,26,142,48,71,7,1,9,1,19:41,02:00,0,0,0,0,31,0,0
D Larkin,C,DET,6.00,0.00,3.33,2781,40.9,17,6.8,3,3,0,11,,CAR,,CAR,,CBJ,68,33,36,69,5,39,221,34,37,5,2,14,2,20:10,02:30,0,0,0,0,22,0,0
M Boldy,W,MIN,4.62,0.00,4.12,2767,36.9,11,8.0,3,0,3,22,,@LAK,,@LAK,,@ANA,75,29,40,69,5,48,227,28,39,7,1,10,0,18:55,02:29,0,0,0,0,30,0,0
M Weegar,D,CAL,4.18,0.00,-1.07,2763,33.7,28,8.1,3,2,1,13,,@WPG,,VAN,,VAN,82,20,32,52,2,51,208,177,200,2,1,3,0,22:56,01:10,0,0,0,0,39,0,0
B Coleman,C,CAL,3.44,0.00,-1.39,2756,35.3,15,10.3,3,2,1,13,,@WPG,,VAN,,VAN,78,30,24,54,19,76,191,113,65,7,0,3,4,17:08,00:37,0,0,0,0,37,0,0
V Tarasenko,W,FLA,4.29,0.00,1.64,2752,27.5,184,6.4,1,1,0,26,,,,,CHI,,100,28,36,64,16,14,202,123,65,6,0,5,0,15:10,01:10,0,0,0,0,43,0,0
B Nelson,C,NYI,3.42,0.00,-0.38,2739,31.5,2,9.2,3,1,2,19,,@NYR,,@NYR,,BOS,87,36,37,73,-7,38,257,36,57,2,1,9,1,18:12,01:43,0,0,0,0,31,0,0
V Nichushkin,W,COL,5.12,0.00,1.99,2736,44.1,11,8.6,2,2,0,11,STL,,STL,,,,62,37,26,63,6,24,182,86,39,8,2,20,0,21:30,02:35,0,0,0,0,18,0,0
M Marchment,W,DAL,3.74,0.00,1.00,2736,29.1,20,7.8,0,0,0,0,,,,,,,94,25,33,58,19,64,174,144,49,4,0,6,0,15:13,00:45,0,0,0,0,27,0,0
E Rodrigues,C,FLA,2.02,0.00,-0.46,2728,26.2,35,13.0,1,1,0,26,,,,,CHI,,104,19,35,54,32,38,230,150,47,2,0,5,0,15:04,01:04,0,0,0,0,29,0,0
A Henrique,C,EDM,1.90,0.00,-0.44,2711,27.4,17,14.4,4,4,0,13,VAN,VAN,,MTL,,MTL,99,28,30,58,12,39,153,143,96,6,0,5,2,16:23,01:16,0,0,0,0,47,0,0
T Seguin,C,DAL,2.20,0.00,-2.76,2703,31.1,12,14.1,0,0,0,0,,,,,,,87,30,35,65,19,28,213,85,29,5,0,3,1,16:42,01:07,0,0,0,0,24,0,0
G Nyquist,C,NSH,3.24,0.00,1.36,2697,31.0,2,9.6,3,3,0,16,,CBJ,,CBJ,,CAR,87,24,55,79,4,10,158,34,44,4,0,5,1,17:54,01:51,0,0,0,0,33,0,0
N Ehlers,W,WPG,3.96,0.00,-1.67,2693,31.0,20,7.8,2,1,1,15,,CAL,,,,@TOR,87,25,38,63,23,29,247,39,42,7,1,0,0,15:52,01:35,0,0,0,0,28,0,0
T Moore,W,LAK,3.70,0.00,1.59,2672,30.7,8,8.3,2,2,0,29,,MIN,,MIN,,,87,32,26,58,10,32,259,98,61,5,0,2,2,17:55,01:18,0,0,0,0,31,0,0
T Harley,D,DAL,2.84,0.00,2.34,2671,27.3,51,9.6,0,0,0,0,,,,,,,98,15,36,51,36,18,172,73,186,3,3,1,1,21:34,00:34,0,0,0,0,27,0,0
J Binnington,G,STL,5.47,0.00,0.18,2668,46.8,16,8.6,3,1,2,9,@COL,,@COL,,,SJS,57,0,3,3,0,0,0,0,0,0,0,0,0,57:45,00:00,156,91.3,1629,28,23,5,3
P Zacha,C,BOS,3.81,0.00,0.57,2660,29.2,7,7.7,3,0,3,25,,@NJD,,@NJD,,@NYI,91,22,43,65,14,22,167,117,38,6,1,6,0,18:06,01:45,0,0,0,0,26,0,0
C Caufield,W,MTL,4.33,0.00,1.82,2654,32.4,9,7.5,3,0,3,10,@TOR,,,@EDM,,@EDM,82,28,37,65,-4,16,314,51,23,7,3,9,0,19:25,02:31,0,0,0,0,36,0,0
R O'Reilly,C,NSH,3.97,0.00,-1.54,2645,30.1,11,7.6,3,3,0,16,,CBJ,,CBJ,,CAR,88,27,44,71,5,18,192,22,69,1,0,15,0,19:57,02:11,0,0,0,0,33,0,0
J Hughes,C,NJD,7.80,0.00,5.10,2637,42.5,21,5.5,2,2,0,2,,BOS,,BOS,,,62,27,47,74,-12,12,274,9,25,4,2,9,0,20:58,02:14,0,0,0,0,27,0,0
B Skjei,D,CAR,4.03,0.00,1.67,2635,29.0,7,7.2,3,0,3,22,,@DET,,@DET,,@NSH,91,14,42,56,20,46,209,78,104,3,0,2,1,21:17,00:30,0,0,0,0,24,0,0
A DeBrincat,W,DET,4.79,0.00,-0.80,2635,32.1,24,6.7,3,3,0,11,,CAR,,CAR,,CBJ,82,27,40,67,1,34,237,56,36,1,0,11,0,17:54,02:14,0,0,0,0,32,0,0
N Suzuki,C,MTL,4.23,0.00,-0.36,2624,32.0,9,7.6,3,0,3,10,@TOR,,,@EDM,,@EDM,82,33,44,77,-14,36,186,58,49,1,1,12,0,21:16,02:33,0,0,0,0,36,0,0
P Buchnevich,W,STL,4.63,0.00,-0.17,2621,32.8,4,7.1,3,1,2,9,@COL,,@COL,,,SJS,80,27,36,63,3,48,207,39,30,5,2,8,2,19:49,02:06,0,0,0,0,32,0,0
A Ovechkin,W,WSH,5.89,0.00,-0.08,2608,31.4,20,5.3,3,0,3,6,,@BUF,@BUF,,@PIT,,83,31,34,65,-24,20,277,156,31,5,1,13,0,19:14,02:48,0,0,0,0,34,0,0
A Tuch,W,BUF,4.90,0.00,0.35,2604,34.7,13,7.1,3,2,1,10,,WSH,WSH,,,@PHI,75,22,37,59,9,54,192,63,86,7,0,2,1,19:30,01:47,0,0,0,0,34,0,0
D Nurse,D,EDM,2.90,0.00,-2.53,2600,24.5,37,8.5,4,4,0,13,VAN,VAN,,MTL,,MTL,106,12,26,38,-6,91,224,206,236,2,1,1,1,21:10,00:30,0,0,0,0,35,0,0
D Toews,D,COL,4.04,0.00,-0.74,2598,28.2,2,7.0,2,2,0,11,STL,,STL,,,,92,13,43,56,32,20,177,78,124,2,0,0,1,23:37,01:13,0,0,0,0,28,0,0
M Rielly,D,TOR,4.70,0.00,0.51,2595,32.8,7,7.0,4,2,2,24,MTL,,@OTT,@OTT,,WPG,79,7,54,61,9,27,190,92,155,0,0,1,0,23:50,01:35,0,0,0,0,27,0,0
E Malkin,C,PIT,4.24,0.00,-0.18,2588,31.6,6,7.4,3,1,2,15,@PHI,,@PHI,,WSH,,82,27,40,67,5,70,200,25,44,2,0,6,0,18:35,02:30,0,0,0,0,32,0,0
D Doughty,D,LAK,4.21,0.00,1.08,2556,29.4,14,7.0,2,2,0,29,,MIN,,MIN,,,87,17,36,53,11,58,141,112,153,3,1,7,0,25:53,02:04,0,0,0,0,31,0,0
C Keller,W,ARI,4.62,0.00,1.60,2550,32.7,6,7.1,3,2,1,18,,SJS,,SJS,,@VGK,78,33,43,76,-20,32,228,18,31,4,0,9,0,19:15,02:23,0,0,0,0,39,0,0
Q Byfield,C,LAK,3.20,0.00,2.20,2530,29.8,14,9.3,2,2,0,29,,MIN,,MIN,,,85,20,39,59,23,46,169,73,24,4,0,6,0,16:28,01:34,0,0,0,0,30,0,0
C Talbot,G,LAK,5.56,0.00,-2.09,2511,44.1,39,7.9,2,2,0,29,,MIN,,MIN,,,57,0,3,3,0,2,0,0,0,0,0,0,0,57:51,00:00,146,90.9,1460,28,23,6,3
W Karlsson,C,VGK,4.37,0.00,-0.35,2510,32.6,15,7.5,3,3,0,15,,ANA,,ANA,,ARI,77,30,32,62,19,22,184,48,55,2,0,7,1,17:27,01:36,0,0,0,0,28,0,0
K Letang,D,PIT,4.01,0.00,-1.60,2509,30.6,7,7.6,3,1,2,15,@PHI,,@PHI,,WSH,,82,10,41,51,13,62,163,125,136,2,0,0,0,24:41,01:13,0,0,0,0,32,0,0
A Lundell,C,FLA,1.78,0.00,1.28,2509,24.6,61,13.8,1,1,0,26,,,,,CHI,,102,16,36,52,27,58,195,96,64,2,1,1,0,15:34,00:35,0,0,0,0,27,0,0
M Necas,C,CAR,3.85,0.00,-1.13,2502,28.4,5,7.4,3,0,3,22,,@DET,,@DET,,@NSH,88,28,34,62,-9,42,255,77,36,3,2,8,0,17:23,01:19,0,0,0,0,24,0,0
K Connor,W,WPG,5.34,0.00,0.54,2496,35.7,16,6.7,2,1,1,15,,CAL,,,,@TOR,70,37,29,66,-8,10,240,17,21,11,3,6,0,19:48,01:54,0,0,0,0,26,0,0
L Raymond,W,DET,3.76,0.00,3.26,2495,30.4,21,8.1,3,3,0,11,,CAR,,CAR,,CBJ,82,31,41,72,-12,30,162,61,32,4,3,6,0,17:45,01:55,0,0,0,0,32,0,0
D Batherson,W,OTT,3.59,0.00,0.56,2489,30.4,7,8.5,2,2,0,13,,,TOR,TOR,,,82,28,38,66,-9,42,196,91,37,4,1,7,0,18:10,01:58,0,0,0,0,41,0,0
J Carlson,D,WSH,3.70,0.00,-0.69,2483,28.9,14,7.8,3,0,3,6,,@BUF,@BUF,,@PIT,,86,11,43,54,-8,42,190,67,199,5,0,6,0,26:03,02:11,0,0,0,0,35,0,0
I Sorokin,G,NYI,7.42,0.00,-0.29,2480,43.5,7,5.9,3,1,2,19,,@NYR,,@NYR,,BOS,57,0,2,2,0,0,0,0,0,0,0,0,0,58:50,00:00,170,90.7,1665,25,20,12,2
F Hronek,D,VAN,4.04,0.00,1.79,2474,26.3,27,6.5,4,0,4,13,@EDM,@EDM,,@CAL,,@CAL,94,6,44,50,30,44,161,123,102,0,0,2,0,23:07,01:06,0,0,0,0,27,0,0
J Kyrou,C,STL,3.12,0.00,0.18,2472,30.1,5,9.7,3,1,2,9,@COL,,@COL,,,SJS,82,31,36,67,-12,22,251,25,32,4,0,8,0,18:20,01:59,0,0,0,0,33,0,0
T Frederic,C,BOS,1.86,0.00,0.24,2448,25.8,3,13.9,3,0,3,25,,@NJD,,@NJD,,@NYI,95,21,24,45,14,89,141,234,63,1,0,2,0,13:42,00:11,0,0,0,0,26,0,0
